# TO BE USED TO INSERT MODEL ANNOTATIONS IN METABOLIC ATLAS DATABASE
# for GENES ONLY
# annotations will be visible in the GEM browser pages and some can be used by the search engine
#
# some rules:
# this is a TAB separated file, thus TABs are not allowed in any field values
# each line added must have exactly 7 columns to be parsed properly
# do not modify the @ line
# column 'id' is mandatory, other columns are optional
# follow the max size limits
#
# columns description:
# column name        | description
# ---------------------------------------------
# name               | primary name/symbol of the gene
# alternate_name     | long name or full name of the gene
# aliases            | list of aliases, semi-colon separated values
# function           | text about the function, can describe multiple functions
# ec                 | EC code, semi-colon separated values
# catalytic_activity | text about the catalytic activity
#
@id	name	alternate_name	aliases	function	ec	catalytic_activity
ENSG00000142731	PLK4	polo like kinase 4	Sak; STK18			
ENSG00000142733	MAP3K6	mitogen-activated protein kinase kinase kinase 6	ASK2; MAPKKK6; MEKK6			
ENSG00000142798	HSPG2	heparan sulfate proteoglycan 2	perlecan; PRCAN; SJS1			
ENSG00000142875	PRKACB	protein kinase cAMP-activated catalytic subunit beta	PKACb			
ENSG00000142892	PIGK	phosphatidylinositol glycan anchor biosynthesis class K	GPI8; hGPI8			
ENSG00000142920	AZIN2	antizyme inhibitor 2	ADC; KIAA1945; ODC-p; ODC1L; ODCp			
ENSG00000142949	PTPRF	protein tyrosine phosphatase, receptor type F	LAR			
ENSG00000142973	CYP4B1	cytochrome P450 family 4 subfamily B member 1				
ENSG00000143036	SLC44A3	solute carrier family 44 member 3	CTL3; MGC45474			
ENSG00000143149	ALDH9A1	aldehyde dehydrogenase 9 family member A1	ALDH4; ALDH7; ALDH9; E3			
ENSG00000143153	ATP1B1	ATPase Na+/K+ transporting subunit beta 1	ATP1B			
ENSG00000143156	NME7	NME/NM23 family member 7	CFAP67; FLJ37194; NM23-H7			
ENSG00000143158	MPC2	mitochondrial pyruvate carrier 2	BRP44; DKFZP564B167; SLC54A2			
ENSG00000143179	UCK2	uridine-cytidine kinase 2	UMPK			
ENSG00000143198	MGST3	microsomal glutathione S-transferase 3	GST-III			
ENSG00000143199	ADCY10	adenylate cyclase 10	HCA2; RP1-313L4.2; SAC; SACI; Sacy			
ENSG00000143207	COP1	COP1, E3 ubiquitin ligase	FLJ10416; RFWD2; RNF200			
ENSG00000143224	PPOX	protoporphyrinogen oxidase	PPO; VP			
ENSG00000143252	SDHC	succinate dehydrogenase complex subunit C	CYB560; cybL; PGL3			
ENSG00000143258	USP21	ubiquitin specific peptidase 21	USP16; USP23			
ENSG00000143278	F13B	coagulation factor XIII B chain	FXIIIB			
ENSG00000143315	PIGM	phosphatidylinositol glycan anchor biosynthesis class M	GPI-MT-I			
ENSG00000143322	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase	ABLL; ARG			
ENSG00000143344	RGL1	ral guanine nucleotide dissociation stimulator like 1	RGL			
ENSG00000143363	PRUNE1	prune exopolyphosphatase 1	DRES-17; H-PRUNE; HTCD37; PRUNE			
ENSG00000143379	SETDB1	SET domain bifurcated 1	ESET; KG1T; KIAA0067; KMT1E; TDRD21			
ENSG00000143387	CTSK	cathepsin K	CTSO; CTSO2; PKND; PYCD			
ENSG00000143393	PI4KB	phosphatidylinositol 4-kinase beta	PI4K-BETA; pi4K92; PIK4CB			
ENSG00000143398	PIP5K1A	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha				
ENSG00000143418	CERS2	ceramide synthase 2	FLJ10243; LASS2; SP260			
ENSG00000143479	DYRK3	dual specificity tyrosine phosphorylation regulated kinase 3	hYAK3-2; RED; REDK			
ENSG00000143499	SMYD2	SET and MYND domain containing 2	HSKM-B; KMT3C; ZMYND14			
ENSG00000143507	DUSP10	dual specificity phosphatase 10	MKP-5; MKP5			
ENSG00000143515	ATP8B2	ATPase phospholipid transporting 8B2	ATPID; KIAA1137			
ENSG00000143552	NUP210L	nucleoporin 210 like				
ENSG00000143554	SLC27A3	solute carrier family 27 member 3	ACSVL3; FATP3; MGC4365			
ENSG00000143570	SLC39A1	solute carrier family 39 member 1	ZIP1; ZIRTL			
ENSG00000143595	AQP10	aquaporin 10				
ENSG00000143627	PKLR	pyruvate kinase L/R				
ENSG00000143630	HCN3	hyperpolarization activated cyclic nucleotide gated potassium channel 3	KIAA1535			
ENSG00000143641	GALNT2	polypeptide N-acetylgalactosaminyltransferase 2	GalNAc-T2			
ENSG00000143653	SCCPDH	saccharopine dehydrogenase (putative)	CGI-49; NET11			
ENSG00000143674	MAP3K21	mitogen-activated protein kinase kinase kinase 21	KIAA1804; MLK4			
ENSG00000143727	ACP1	acid phosphatase 1	HAAP; LMW-PTP; LMWPTP			
ENSG00000143753	DEGS1	delta 4-desaturase, sphingolipid 1	DEGS-1; Des-1; DES1; FADS7; MLD			
ENSG00000143772	ITPKB	inositol-trisphosphate 3-kinase B	IP3-3KB; IP3KB			
ENSG00000143774	GUK1	guanylate kinase 1				
ENSG00000143776	CDC42BPA	CDC42 binding protein kinase alpha	FLJ23347; KIAA0451; MRCK; MRCKA; PK428			
ENSG00000143797	MBOAT2	membrane bound O-acyltransferase domain containing 2	FLJ14415; FLJ90298; OACT2			
ENSG00000143799	PARP1	poly(ADP-ribose) polymerase 1	ADPRT; PARP; PPOL			
ENSG00000143811	PYCR2	pyrroline-5-carboxylate reductase 2	P5CR2			
ENSG00000143815	LBR	lamin B receptor	DHCR14B; TDRD18			
ENSG00000143819	EPHX1	epoxide hydrolase 1	EPHX			
ENSG00000143845	ETNK2	ethanolamine kinase 2	EKI2; FLJ10761			
ENSG00000143851	PTPN7	protein tyrosine phosphatase, non-receptor type 7	HEPTP; LC-PTP			
ENSG00000143870	PDIA6	protein disulfide isomerase family A member 6	ERp5; P5; TXNDC7			
ENSG00000143882	ATP6V1C2	ATPase H+ transporting V1 subunit C2	ATP6C2; VMA5			
ENSG00000143891	GALM	galactose mutarotase				
ENSG00000143921	ABCG8	ATP binding cassette subfamily G member 8	GBD4			
ENSG00000143933	CALM2	calmodulin 2	CAMII; PHKD			
ENSG00000144035	NAT8	N-acetyltransferase 8 (putative)	ATase2; GLA; Hcml1; TSC501			
ENSG00000144048	DUSP11	dual specificity phosphatase 11	PIR1			
ENSG00000144057	ST6GAL2	ST6 beta-galactoside alpha-2,6-sialyltransferase 2	KIAA1877; SIAT2; St6gal2; St6GalII			
ENSG00000144136	SLC20A1	solute carrier family 20 member 1	Glvr-1; GLVR1; PiT-1			
ENSG00000144182	LIPT1	lipoyltransferase 1	MGC12290; MGC13378			
ENSG00000144231	POLR2D	RNA polymerase II subunit D	RBP4			
ENSG00000144278	GALNT13	polypeptide N-acetylgalactosaminyltransferase 13	GalNAc-T13; KIAA1918			
ENSG00000144290	SLC4A10	solute carrier family 4 member 10	NBCn2; NCBE			
ENSG00000144357	UBR3	ubiquitin protein ligase E3 component n-recognin 3	DKFZp434P117; FLJ37422; KIAA2024; ZNF650			
ENSG00000144362	PHOSPHO2	phosphatase, orphan 2	MGC22679			
ENSG00000144401	METTL21A	methyltransferase like 21A	FAM119A; HCA557b; HSPA-KMT; LOC151194			
ENSG00000144579	CTDSP1	CTD small phosphatase 1	NLIIF; SCP1			
ENSG00000144583	MARCH4	membrane associated ring-CH-type finger 4	KIAA1399; MARCH-IV; RNF174			
ENSG00000144591	GMPPA	GDP-mannose pyrophosphorylase A				
ENSG00000144677	CTDSPL	CTD small phosphatase like	C3orf8; HYA22; PSR1; RBSP3; SCP3			
ENSG00000144724	PTPRG	protein tyrosine phosphatase, receptor type G	PTPG; RPTPG			
ENSG00000144741	SLC25A26	solute carrier family 25 member 26				
ENSG00000144744	UBA3	ubiquitin like modifier activating enzyme 3	hUba3; NAE2; UBE1C			
ENSG00000144843	ADPRH	ADP-ribosylarginine hydrolase	ARH1			
ENSG00000144908	ALDH1L1	aldehyde dehydrogenase 1 family member L1	10-fTHF; FTHFD			
ENSG00000145020	AMT	aminomethyltransferase	GCST; NKH			
ENSG00000145194	ECE2	endothelin converting enzyme 2	KIAA0604; MGC2408			
ENSG00000145214	DGKQ	diacylglycerol kinase theta	DAGK; DAGK4; DAGK7			
ENSG00000145217	SLC26A1	solute carrier family 26 member 1	EDM4; SAT-1			
ENSG00000145242	EPHA5	EPH receptor A5	CEK7; EHK1; Hek7; TYRO4			
ENSG00000145283	SLC10A6	solute carrier family 10 member 6	SOAT			
ENSG00000145284	SCD5	stearoyl-CoA desaturase 5	ACOD4; FADS4; FLJ21032; HSCD5; SCD4			
ENSG00000145293	ENOPH1	enolase-phosphatase 1	E1; MASA; mtnC			
ENSG00000145321	GC	GC, vitamin D binding protein	DBP; hDBP; VDBP			
ENSG00000145331	TRMT10A	tRNA methyltransferase 10A	MGC27034; RG9MTD2; TRM10			
ENSG00000145337	PYURF	PIGY upstream reading frame	PreY			
ENSG00000145349	CAMK2D	calcium/calmodulin dependent protein kinase II delta	CAMKD			
ENSG00000145384	FABP2	fatty acid binding protein 2	I-FABP			
ENSG00000145388	METTL14	methyltransferase like 14	KIAA1627			
ENSG00000145391	SETD7	SET domain containing lysine methyltransferase 7	KIAA1717; KMT7; SET7; SET7/9; Set9			
ENSG00000145416	MARCH1	membrane associated ring-CH-type finger 1	FLJ20668; MARCH-I; RNF171			
ENSG00000145439	CBR4	carbonyl reductase 4	FLJ14431; SDR45C1			
ENSG00000145476	CYP4V2	cytochrome P450 family 4 subfamily V member 2	CYP4AH1			
ENSG00000145494	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	CI-13kA			
ENSG00000145495	MARCH6	membrane associated ring-CH-type finger 6	MARCH-VI; RNF176; TEB4			
ENSG00000145545	SRD5A1	steroid 5 alpha-reductase 1				
ENSG00000145626	UGT3A1	UDP glycosyltransferase family 3 member A1	FLJ34658			
ENSG00000145632	PLK2	polo like kinase 2	SNK			
ENSG00000145675	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	GRB1; p85; p85-ALPHA			
ENSG00000145692	BHMT	betaine--homocysteine S-methyltransferase	BHMT1			
ENSG00000145725	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2	CFAP160; DFNB100; HISPPD1; KIAA0433; VIP2			
ENSG00000145730	PAM	peptidylglycine alpha-amidating monooxygenase	PAL; PHM			
ENSG00000145949	MYLK4	myosin light chain kinase family member 4	SgK085			
ENSG00000146039	SLC17A4	solute carrier family 17 member 4	KIAA2138			
ENSG00000146066	HIGD2A	HIG1 hypoxia inducible domain family member 2A	MGC2198; RCF1B			
ENSG00000146070	PLA2G7	phospholipase A2 group VII	LDL-PLA2; PAFAH			
ENSG00000146072	TNFRSF21	TNF receptor superfamily member 21	CD358; DR6			
ENSG00000146085	MUT	methylmalonyl-CoA mutase				
ENSG00000146151	HMGCLL1	3-hydroxymethyl-3-methylglutaryl-CoA lyase like 1	bA418P12.1; DKFZP434G1411			
ENSG00000146166	LGSN	lengsin, lens protein with glutamine synthetase domain	GLULD1; LGS			
ENSG00000146233	CYP39A1	cytochrome P450 family 39 subfamily A member 1				
ENSG00000146373	RNF217	ring finger protein 217	C6orf172; dJ84N20.1; IBRDC1; MGC26996			
ENSG00000146411	SLC2A12	solute carrier family 2 member 12	GLUT12; GLUT8			
ENSG00000146414	SHPRH	SNF2 histone linker PHD RING helicase	bA545I5.2; FLJ90837; KIAA2023			
ENSG00000146426	TIAM2	T cell lymphoma invasion and metastasis 2	STEF			
ENSG00000146477	SLC22A3	solute carrier family 22 member 3	EMT; OCT3			
ENSG00000146587	RBAK	RB associated KRAB zinc finger	ZNF769			
ENSG00000146648	EGFR	epidermal growth factor receptor	ERBB; ERBB1			
ENSG00000146701	MDH2	malate dehydrogenase 2				
ENSG00000146733	PSPH	phosphoserine phosphatase	PSP			
ENSG00000146834	MEPCE	methylphosphate capping enzyme	BCDIN3; FLJ20257; MePCE			
ENSG00000146872	TLK2	tousled like kinase 2	MGC44450; PKU-ALPHA			
ENSG00000146904	EPHA1	EPH receptor A1	EPH; EPHT; EPHT1			
ENSG00000147003	CLTRN	collectrin, amino acid transport regulator	NX17; TMEM27			
ENSG00000147044	CASK	calcium/calmodulin dependent serine protein kinase	CAGH39; FGS4; LIN2; TNRC8			
ENSG00000147100	SLC16A2	solute carrier family 16 member 2	AHDS; DXS128; MCT7; MCT8; MRX22; XPCT			
ENSG00000147119	CHST7	carbohydrate sulfotransferase 7	C6ST-2; C6ST2			
ENSG00000147123	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	ESSS; Np15; NP17.3			
ENSG00000147133	TAF1	TATA-box binding protein associated factor 1	BA2R; CCG1; CCGS; DYT3; DYT3/TAF1; KAT4; NSCL2; TAF2A; TAFII250			
ENSG00000147155	EBP	EBP, cholestenol delta-isomerase	CDPX2; CHO2; CPX; CPXD			
ENSG00000147160	AWAT2	acyl-CoA wax alcohol acyltransferase 2	DGAT2L4; MFAT			
ENSG00000147162	OGT	O-linked N-acetylglucosamine (GlcNAc) transferase	FLJ23071; HRNT1; MGC22921; O-GLCNAC; OGT1			
ENSG00000147224	PRPS1	phosphoribosyl pyrophosphate synthetase 1	CMTX5; DFN2; DFNX1			
ENSG00000147383	NSDHL	NAD(P) dependent steroid dehydrogenase-like	H105e3; SDR31E1; XAP104			
ENSG00000147408	CSGALNACT1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	ChGn; CSGalNAcT-1; FLJ11264			
ENSG00000147416	ATP6V1B2	ATPase H+ transporting V1 subunit B2	ATP6B2; HO57; VATB; Vma2; VPP3			
ENSG00000147454	SLC25A37	solute carrier family 25 member 37	HT015; MFRN; MFRN1; MSCP			
ENSG00000147465	STAR	steroidogenic acute regulatory protein	StAR; STARD1			
ENSG00000147471	PLPBP	pyridoxal phosphate binding protein	PROSC			
ENSG00000147485	PXDNL	peroxidasin like	FLJ25471; PMR1			
ENSG00000147535	PLPP5	phospholipid phosphatase 5	DPPL1; HTPAP; PPAPDC1B			
ENSG00000147548	NSD3	nuclear receptor binding SET domain protein 3	FLJ20353; KMT3F; WHISTLE; WHSC1L1			
ENSG00000147576	ADHFE1	alcohol dehydrogenase, iron containing 1	ADHFe1; FLJ32430			
ENSG00000147606	SLC26A7	solute carrier family 26 member 7	SUT2			
ENSG00000147613	PSKH2	protein serine kinase H2				
ENSG00000147614	ATP6V0D2	ATPase H+ transporting V0 subunit d2	ATP6D2; FLJ38708; VMA6			
ENSG00000147647	DPYS	dihydropyrimidinase	DHPase			
ENSG00000147669	POLR2K	RNA polymerase II subunit K	RPB10alpha			
ENSG00000147684	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	B22; LYRM3; UQOR22			
ENSG00000147804	SLC39A4	solute carrier family 39 member 4	AEZ; AWMS2; ZIP4			
ENSG00000147813	NAPRT	nicotinate phosphoribosyltransferase	NAPRT1; PP3856			
ENSG00000147853	AK3	adenylate kinase 3	AK3L1; AK6; AKL3L1			
ENSG00000147854	UHRF2	ubiquitin like with PHD and ring finger domains 2	MGC33463; NIRF; RNF107; TDRD23; URF2			
ENSG00000147872	PLIN2	perilipin 2	ADFP; ADRP			
ENSG00000148053	NTRK2	neurotrophic receptor tyrosine kinase 2	TRKB			
ENSG00000148090	AUH	AU RNA binding methylglutaconyl-CoA hydratase				
ENSG00000148154	UGCG	UDP-glucose ceramide glucosyltransferase	GCS			
ENSG00000148218	ALAD	aminolevulinate dehydratase	ALADH; PBGS			
ENSG00000148229	POLE3	DNA polymerase epsilon 3, accessory subunit	CHARAC17; CHRAC17; CHRAC2; p17; Ybl1			
ENSG00000148288	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)	A3GALNT; FS; MGC44848; UDP-GalNAc			
ENSG00000148334	PTGES2	prostaglandin E synthase 2	C9orf15; FLJ14038			
ENSG00000148344	PTGES	prostaglandin E synthase	MGST-IV; MGST1-L1; MGST1L1; PIG12; TP53I12			
ENSG00000148356	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	CMT2P; FLJ31641			
ENSG00000148377	IDI2	isopentenyl-diphosphate delta isomerase 2	IPPI2			
ENSG00000148384	INPP5E	inositol polyphosphate-5-phosphatase E	CORS1; JBTS1; pharbin; PPI5PIV			
ENSG00000148459	PDSS1	decaprenyl diphosphate synthase subunit 1	COQ1; TPRT; TPT			
ENSG00000148606	POLR3A	RNA polymerase III subunit A	hRPC155; RPC1; RPC155			
ENSG00000148634	HERC4	HECT and RLD domain containing E3 ubiquitin protein ligase 4	DKFZP564G092; KIAA1593			
ENSG00000148660	CAMK2G	calcium/calmodulin dependent protein kinase II gamma	CAMKG			
ENSG00000148672	GLUD1	glutamate dehydrogenase 1	GDH; GLUD			
ENSG00000148677	ANKRD1	ankyrin repeat domain 1	ALRP; C-193; CARP; CVARP; MCARP			
ENSG00000148795	CYP17A1	cytochrome P450 family 17 subfamily A member 1	CPT7; CYP17; P450C17; S17AH			
ENSG00000148832	PAOX	polyamine oxidase	PAO			
ENSG00000148834	GSTO1	glutathione S-transferase omega 1	GSTTLp28; P28			
ENSG00000148942	SLC5A12	solute carrier family 5 member 12	MGC52019; SMCT2			
ENSG00000149016	TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	FLJ21850; FLJ22267; FLJ22347; PAPD2; RBM21; TENT1; TUTase			
ENSG00000149084	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12	KAR; SDR12C1			
ENSG00000149089	APIP	APAF1 interacting protein	APIP2; CGI-29; Mmrp19			
ENSG00000149091	DGKZ	diacylglycerol kinase zeta	DAGK5; DAGK6; DGK-ZETA; hDGKzeta			
ENSG00000149124	GLYAT	glycine-N-acyltransferase	ACGNAT; GAT			
ENSG00000149150	SLC43A1	solute carrier family 43 member 1	PB39; POV1; R00504			
ENSG00000149177	PTPRJ	protein tyrosine phosphatase, receptor type J	CD148; DEP1; HPTPeta			
ENSG00000149269	PAK1	p21 (RAC1) activated kinase 1				
ENSG00000149311	ATM	ATM serine/threonine kinase	ATA; ATC; ATD; ATDC; TEL1; TELO1			
ENSG00000149313	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	AASD-PPT; ACPS; CGI-80; LYS5			
ENSG00000149380	P4HA3	prolyl 4-hydroxylase subunit alpha 3	C-P4Halpha(III)			
ENSG00000149435	GGTLC1	gamma-glutamyltransferase light chain 1	dJ831C21.1; dJ831C21.2; GGTLA3; GGTLA4			
ENSG00000149452	SLC22A8	solute carrier family 22 member 8	OAT3			
ENSG00000149476	TKFC	triokinase and FMN cyclase	DAK; DKFZP586B1621; NET45			
ENSG00000149485	FADS1	fatty acid desaturase 1	D5D; FADS6; FADSD5; LLCDL1; TU12			
ENSG00000149527	PLCH2	phospholipase C eta 2	KIAA0450; PLC-eta2; PLCeta2; PLCL4; RP3-395M20.1			
ENSG00000149541	B3GAT3	beta-1,3-glucuronyltransferase 3	GlcAT-I			
ENSG00000149554	CHEK1	checkpoint kinase 1	CHK1			
ENSG00000149599	DUSP15	dual specificity phosphatase 15	bA243J16.5; bA243J16.6; C20orf57; FLJ20645; VHY			
ENSG00000149742	SLC22A9	solute carrier family 22 member 9	FLJ23666; OAT4; OAT7; UST3			
ENSG00000149782	PLCB3	phospholipase C beta 3				
ENSG00000149809	TM7SF2	transmembrane 7 superfamily member 2	ANG1; DHCR14A; NET47			
ENSG00000149923	PPP4C	protein phosphatase 4 catalytic subunit	PP4; PPX			
ENSG00000149925	ALDOA	aldolase, fructose-bisphosphate A				
ENSG00000149929	HIRIP3	HIRA interacting protein 3				
ENSG00000149930	TAOK2	TAO kinase 2	KIAA0881; MAP3K17; PSK; PSK1; TAO1; TAO2			
ENSG00000150456	EEF1AKMT1	EEF1A lysine methyltransferase 1	N6AMT2			
ENSG00000150457	LATS2	large tumor suppressor kinase 2				
ENSG00000150540	HNMT	histamine N-methyltransferase				
ENSG00000150656	CNDP1	carnosine dipeptidase 1	CN1; CPGL2; HsT2308; MGC10825			
ENSG00000150712	MTMR12	myotubularin related protein 12	3-PAP; 3PAP; FLJ20476; KIAA1682; PIP3AP			
ENSG00000150768	DLAT	dihydrolipoamide S-acetyltransferase	DLTA; PDC-E2			
ENSG00000150787	PTS	6-pyruvoyltetrahydropterin synthase	PTPS			
ENSG00000150867	PIP4K2A	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha	PIP5K2A; PIP5KIIA; PIP5KIIalpha			
ENSG00000151005	TKTL2	transketolase like 2	DKFZP434L1717; FLJ32975			
ENSG00000151012	SLC7A11	solute carrier family 7 member 11	xCT			
ENSG00000151092	NGLY1	N-glycanase 1	FLJ11005; PNG1			
ENSG00000151093	OXSM	3-oxoacyl-ACP synthase, mitochondrial	CEM1; FASN2D; FLJ20604; KS			
ENSG00000151116	UEVLD	UEV and lactate/malate dehyrogenase domains	Attp; UEV3			
ENSG00000151148	UBE3B	ubiquitin protein ligase E3B				
ENSG00000151151	IPMK	inositol polyphosphate multikinase				
ENSG00000151224	MAT1A	methionine adenosyltransferase 1A	MAT; MATA1; SAMS; SAMS1			
ENSG00000151229	SLC2A13	solute carrier family 2 member 13	HMIT			
ENSG00000151292	CSNK1G3	casein kinase 1 gamma 3				
ENSG00000151348	EXT2	exostosin glycosyltransferase 2	SOTV			
ENSG00000151360	ALLC	allantoicase	ALC			
ENSG00000151366	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	B14.5b; HLC-1			
ENSG00000151376	ME3	malic enzyme 3				
ENSG00000151414	NEK7	NIMA related kinase 7				
ENSG00000151418	ATP6V1G3	ATPase H+ transporting V1 subunit G3	ATP6G3; Vma10			
ENSG00000151422	FER	FER tyrosine kinase	PPP1R74; TYK3			
ENSG00000151490	PTPRO	protein tyrosine phosphatase, receptor type O	GLEPP1; NPHS6; PTP-oc; PTP-U2; PTPU2			
ENSG00000151498	ACAD8	acyl-CoA dehydrogenase family member 8				
ENSG00000151552	QDPR	quinoid dihydropteridine reductase	DHPR; PKU2; SDR33C1			
ENSG00000151576	QTRT2	queuine tRNA-ribosyltransferase accessory subunit 2	FLJ12960; QTRTD1			
ENSG00000151611	MMAA	metabolism of cobalamin associated A	cblA			
ENSG00000151632	AKR1C2	aldo-keto reductase family 1 member C2	BABP; DD; DD2; DDH2; HAKRD; MCDR2; TDD			
ENSG00000151665	PIGF	phosphatidylinositol glycan anchor biosynthesis class F				
ENSG00000151689	INPP1	inositol polyphosphate-1-phosphatase				
ENSG00000151692	RNF144A	ring finger protein 144A	hUIP4; KIAA0161; RNF144; UBCE7IP4			
ENSG00000151726	ACSL1	acyl-CoA synthetase long chain family member 1	ACS1; FACL1; FACL2; LACS; LACS1; LACS2			
ENSG00000151729	SLC25A4	solute carrier family 25 member 4	ANT1; PEO2; PEO3; T1			
ENSG00000151790	TDO2	tryptophan 2,3-dioxygenase	TDO; TPH2			
ENSG00000151883	PARP8	poly(ADP-ribose) polymerase family member 8	FLJ21308; pART16			
ENSG00000152104	PTPN14	protein tyrosine phosphatase, non-receptor type 14	PEZ			
ENSG00000152127	MGAT5	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase	GNT-V; MGAT5A			
ENSG00000152234	ATP5F1A	ATP synthase F1 subunit alpha	ATP5A; ATP5A1; ATP5AL2; ATPM; hATP1; OMR; ORM			
ENSG00000152254	G6PC2	glucose-6-phosphatase catalytic subunit 2	IGRP			
ENSG00000152256	PDK1	pyruvate dehydrogenase kinase 1				
ENSG00000152270	PDE3B	phosphodiesterase 3B	HcGIP1			
ENSG00000152332	UHMK1	U2AF homology motif kinase 1	KIS; Kist			
ENSG00000152402	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2	GC-SA2; GUC1A2			
ENSG00000152455	SUV39H2	suppressor of variegation 3-9 homolog 2	FLJ23414; KMT1B			
ENSG00000152463	OLAH	oleoyl-ACP hydrolase	FLJ11106; SAST; THEDC1			
ENSG00000152465	NMT2	N-myristoyltransferase 2				
ENSG00000152484	USP12	ubiquitin specific peptidase 12	USP12L1			
ENSG00000152495	CAMK4	calcium/calmodulin dependent protein kinase IV	CaMK-GR			
ENSG00000152556	PFKM	phosphofructokinase, muscle	PFK-1; PFKX; PPP1R122			
ENSG00000152620	NADK2	NAD kinase 2, mitochondrial	C5orf33; FLJ30596; MNADK; NADKD1			
ENSG00000152642	GPD1L	glycerol-3-phosphate dehydrogenase 1 like	KIAA0089			
ENSG00000152683	SLC30A6	solute carrier family 30 member 6	FLJ31101; ZNT6			
ENSG00000152779	SLC16A12	solute carrier family 16 member 12	MCT12			
ENSG00000152782	PANK1	pantothenate kinase 1	MGC24596; PANK; PANK1a; PANK1b			
ENSG00000152894	PTPRK	protein tyrosine phosphatase, receptor type K	R-PTP-kappa			
ENSG00000152904	GGPS1	geranylgeranyl diphosphate synthase 1	GGPPS1			
ENSG00000152952	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	LH2			
ENSG00000152953	STK32B	serine/threonine kinase 32B	HSA250839; STK32; STKG6; YANK2			
ENSG00000153015	CWC27	CWC27 spliceosome associated protein homolog	NY-CO-10; SDCCAG-10; SDCCAG10			
ENSG00000153086	ACMSD	aminocarboxymuconate semialdehyde decarboxylase				
ENSG00000153201	RANBP2	RAN binding protein 2	ADANE; ANE1; NUP358			
ENSG00000153208	MERTK	MER proto-oncogene, tyrosine kinase	c-Eyk; mer; RP38; Tyro12			
ENSG00000153233	PTPRR	protein tyrosine phosphatase, receptor type R	EC-PTP; PCPTP1; PTP-SL; PTPBR7; PTPRQ			
ENSG00000153291	SLC25A27	solute carrier family 25 member 27	FLJ33552; UCP4			
ENSG00000153395	LPCAT1	lysophosphatidylcholine acyltransferase 1	AGPAT10; AGPAT9; AYTL2; FLJ12443			
ENSG00000153574	RPIA	ribose 5-phosphate isomerase A				
ENSG00000153707	PTPRD	protein tyrosine phosphatase, receptor type D	HPTP; PTPD			
ENSG00000153786	ZDHHC7	zinc finger DHHC-type containing 7	DHHC7; FLJ10792; FLJ20279; SERZ-B; SERZ1; ZNF370			
ENSG00000153827	TRIP12	thyroid hormone receptor interactor 12	KIAA0045			
ENSG00000153904	DDAH1	dimethylarginine dimethylaminohydrolase 1	DDAH			
ENSG00000153933	DGKE	diacylglycerol kinase epsilon	DAGK6; DGK			
ENSG00000153936	HS2ST1	heparan sulfate 2-O-sulfotransferase 1	KIAA0448			
ENSG00000153976	HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1	30ST3A1; 3OST3A1			
ENSG00000154025	SLC5A10	solute carrier family 5 member 10	SGLT5			
ENSG00000154027	AK5	adenylate kinase 5				
ENSG00000154080	CHST9	carbohydrate sulfotransferase 9	GALNAC-4-ST2; GALNAC4ST-2			
ENSG00000154227	CERS3	ceramide synthase 3	LASS3; MGC27091			
ENSG00000154229	PRKCA	protein kinase C alpha	PKC?; PKCA			
ENSG00000154237	LRRK1	leucine rich repeat kinase 1	FLJ23119; KIAA1790; RIPK6; Roco1			
ENSG00000154252	GAL3ST2	galactose-3-O-sulfotransferase 2	GP3ST			
ENSG00000154269	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	B10; CD203c; gp130RB13-6; PD-IBETA; PDNP3			
ENSG00000154305	MIA3	MIA SH3 domain ER export factor 3	FLJ39207; KIAA0268; TANGO; TANGO1; UNQ6077			
ENSG00000154310	TNIK	TRAF2 and NCK interacting kinase	KIAA0551			
ENSG00000154330	PGM5	phosphoglucomutase 5	PGMRP			
ENSG00000154370	TRIM11	tripartite motif containing 11	BIA1; RNF92			
ENSG00000154415	PPP1R3A	protein phosphatase 1 regulatory subunit 3A	GM; PPP1R3			
ENSG00000154447	SH3RF1	SH3 domain containing ring finger 1	KIAA1494; POSH; RNF142; SH3MD2			
ENSG00000154518	ATP5MC3	ATP synthase membrane subunit c locus 3	ATP5G3			
ENSG00000154678	PDE1C	phosphodiesterase 1C	Hcam3			
